Mar,1,5,12,5,49,7,2,8,47,9,42,12,22,16,36,17,44,18,38,19,34
Mar,2,5,10,5,47,6,59,8,46,9,41,12,22,16,38,17,46,18,40,19,36
Mar,3,5,7,5,45,6,57,8,45,9,40,12,22,16,40,17,48,18,42,19,38
Mar,4,5,5,5,42,6,54,8,43,9,38,12,22,16,41,17,50,18,44,19,40
Mar,5,5,2,5,40,6,52,8,42,9,37,12,21,16,43,17,52,18,47,19,42
Mar,6,5,0,5,37,6,49,8,40,9,35,12,21,16,44,17,54,18,49,19,44
Mar,7,4,57,5,35,6,47,8,39,9,34,12,21,16,46,17,56,18,51,19,46
Mar,8,4,54,5,32,6,44,8,38,9,33,12,21,16,48,17,58,18,53,19,48
Mar,9,4,52,5,30,6,42,8,36,9,31,12,21,16,49,18,0,18,55,19,50
Mar,10,4,49,5,27,6,39,8,35,9,30,12,20,16,51,18,2,18,57,19,53
Mar,11,4,47,5,25,6,37,8,33,9,28,12,20,16,52,18,4,18,59,19,55
Mar,12,4,44,5,22,6,34,8,32,9,27,12,20,16,54,18,6,19,1,19,57
Mar,13,4,41,5,19,6,31,8,30,9,26,12,20,16,56,18,8,19,3,19,59
Mar,14,4,38,5,16,6,29,8,29,9,24,12,19,16,57,18,10,19,5,20,1
Mar,15,4,36,5,14,6,26,8,27,9,23,12,19,16,59,18,12,19,7,20,4
Mar,16,4,33,5,11,6,24,8,26,9,21,12,18,17,0,18,14,19,9,20,6
Mar,17,4,30,5,8,6,21,8,24,9,20,12,18,17,2,18,16,19,11,20,8
Mar,18,4,27,5,5,6,18,8,22,9,19,12,18,17,4,18,18,19,13,20,10
Mar,19,4,24,5,3,6,16,8,21,9,17,12,18,17,5,18,20,19,15,20,13
Mar,20,4,21,5,0,6,13,8,19,9,16,12,17,17,7,18,23,19,18,20,15
Mar,21,4,18,4,58,6,11,8,18,9,14,12,17,17,8,18,25,19,20,20,18
Mar,22,4,15,4,55,6,8,8,16,9,13,12,17,17,10,18,27,19,22,20,20
Mar,23,4,12,4,52,6,5,8,14,9,11,12,17,17,11,18,29,19,24,20,23
Mar,24,4,9,4,49,6,3,8,13,9,10,12,16,17,13,18,31,19,26,20,25
Mar,25,4,6,4,47,6,0,8,11,9,8,12,16,17,14,18,33,19,28,20,28
Mar,26,4,3,4,44,5,58,8,10,9,7,12,15,17,16,18,35,19,30,20,30
Mar,27,4,0,4,41,5,55,8,8,9,5,12,15,17,17,18,37,19,32,20,33
Mar,28,3,57,4,38,5,52,8,6,9,4,12,15,17,19,18,39,19,34,20,36
Mar,29,3,54,4,35,5,50,8,4,9,2,12,15,17,20,18,41,19,36,20,38
Mar,30,3,50,4,32,5,47,8,3,9,1,12,14,17,22,18,43,19,39,20,41
Mar,31,3,47,4,29,5,45,8,1,8,59,12,14,17,23,18,45,19,41,20,43
